id,lei,period,template_code,table_title,row_id,row_label,raw_label,amount,eba_item_id,is_new_metric,source_page,created_at,bank_name,dimension_name
85613,NLPK02SGC0U1AABDLL56,2025-06-30,LIQ1,LIQ1,1,Total high-quality liquid assets (HQLA),Blueprint Parser,370.0,,0,103,2026-01-13 05:58:55,Alpha Bank,Default
85614,NLPK02SGC0U1AABDLL56,2025-06-30,LIQ1,LIQ1,10,Additional requirements,Blueprint Parser,1306.0,,0,102,2026-01-13 05:58:55,Alpha Bank,Default
85615,NLPK02SGC0U1AABDLL56,2025-06-30,LIQ1,LIQ1,13,Credit and liquidity facilities,Blueprint Parser,797.0,,0,103,2026-01-13 05:58:55,Alpha Bank,Default
85616,NLPK02SGC0U1AABDLL56,2025-06-30,LIQ1,LIQ1,16,TOTAL CASH OUTFLOWS,Blueprint Parser,9323.0,,0,103,2026-01-13 05:58:55,Alpha Bank,Default
85617,NLPK02SGC0U1AABDLL56,2025-06-30,LIQ1,LIQ1,19,Other cash inflows,Blueprint Parser,155.0,,0,103,2026-01-13 05:58:55,Alpha Bank,Default
85618,NLPK02SGC0U1AABDLL56,2025-06-30,LIQ1,LIQ1,20,TOTAL CASH INFLOWS,Blueprint Parser,1811.0,,0,103,2026-01-13 05:58:55,Alpha Bank,Default
85619,NLPK02SGC0U1AABDLL56,2025-06-30,LIQ1,LIQ1,22,TOTAL NET CASH OUTFLOWS,Blueprint Parser,8379.0,,0,103,2026-01-13 05:58:55,Alpha Bank,Default
85620,NLPK02SGC0U1AABDLL56,2025-06-30,LIQ1,LIQ1,23,LIQUIDITY COVERAGE RATIO,Blueprint Parser,0.019299999999999998,,0,103,2026-01-13 05:58:55,Alpha Bank,Default
85621,NLPK02SGC0U1AABDLL56,2025-06-30,LIQ1,LIQ1,3,Stable deposits,Blueprint Parser,19704.0,,0,102,2026-01-13 05:58:55,Alpha Bank,Default
85622,NLPK02SGC0U1AABDLL56,2025-06-30,LIQ1,LIQ1,4,Less stable deposits,Blueprint Parser,10893.0,,0,102,2026-01-13 05:58:55,Alpha Bank,Default
85623,NLPK02SGC0U1AABDLL56,2025-06-30,LIQ1,LIQ1,5,Unsecured wholesale funding,Blueprint Parser,11257.0,,0,102,2026-01-13 05:58:55,Alpha Bank,Default
85624,NLPK02SGC0U1AABDLL56,2025-06-30,LIQ1,LIQ1,9,Secured wholesale funding,Blueprint Parser,11257.0,,0,102,2026-01-13 05:58:55,Alpha Bank,Default
85625,NLPK02SGC0U1AABDLL56,2025-06-30,LIQ1,LIQ1,EU-20c,Inflows subject to 75% cap,Blueprint Parser,1755.0,,0,103,2026-01-13 05:58:55,Alpha Bank,Default
85626,NLPK02SGC0U1AABDLL56,2025-06-30,LIQ1,LIQ1,EU-21,LIQUIDITY BUFFER,Blueprint Parser,16156.0,,0,103,2026-01-13 05:58:55,Alpha Bank,Default
85628,NLPK02SGC0U1AABDLL56,2025-06-30,IRRBB1,IRRBB1,1,Parallel up,Blueprint Parser,-462.0,,0,99,2026-01-13 05:58:56,Alpha Bank,NII
85630,NLPK02SGC0U1AABDLL56,2025-06-30,IRRBB1,IRRBB1,2,Parallel down,Blueprint Parser,377.0,,0,99,2026-01-13 05:58:56,Alpha Bank,NII
85632,NLPK02SGC0U1AABDLL56,2025-06-30,IRRBB1,IRRBB1,3,Steepener,Blueprint Parser,-43.0,,0,99,2026-01-13 05:58:56,Alpha Bank,NII
85634,NLPK02SGC0U1AABDLL56,2025-06-30,IRRBB1,IRRBB1,4,Flattener,Blueprint Parser,-76.0,,0,99,2026-01-13 05:58:56,Alpha Bank,NII
85636,NLPK02SGC0U1AABDLL56,2025-06-30,IRRBB1,IRRBB1,5,Short rates up,Blueprint Parser,-211.0,,0,99,2026-01-13 05:58:56,Alpha Bank,NII
85638,NLPK02SGC0U1AABDLL56,2025-06-30,IRRBB1,IRRBB1,6,Short rates down,Blueprint Parser,59.0,,0,99,2026-01-13 05:58:56,Alpha Bank,NII
85639,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,1,Common Equity Tier 1 (CET1) capital,Blueprint Parser,7932.0,,0,20,2026-01-13 05:58:59,Eurobank,Default
85640,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,10,Global Systemically Important Institution buffer (%),Blueprint Parser,0.0,,0,20,2026-01-13 05:58:59,Eurobank,Default
85641,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,11,Combined buffer requirement (%),Blueprint Parser,0.043,,0,20,2026-01-13 05:58:59,Eurobank,Default
85642,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,12,CET1 available after meeting the total SREP own funds requirements (%),Blueprint Parser,0.0815,,0,20,2026-01-13 05:58:59,Eurobank,Default
85643,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,13,Total exposure measure,Blueprint Parser,107100.0,,0,20,2026-01-13 05:58:59,Eurobank,Default
85644,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,14,Leverage ratio (%),Blueprint Parser,0.079,,0,20,2026-01-13 05:58:59,Eurobank,Default
85645,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,15,Total high-quality liquid assets (HQLA) (Weighted value -average),Blueprint Parser,22191.0,,0,21,2026-01-13 05:58:59,Eurobank,Default
85646,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,16,Total net cash outflows (adjusted value),Blueprint Parser,11680.0,,0,21,2026-01-13 05:58:59,Eurobank,Default
85647,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,17,Liquidity coverage ratio (%),Blueprint Parser,0.01944,,0,21,2026-01-13 05:58:59,Eurobank,Default
85648,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,18,Total available stable funding,Blueprint Parser,79366.0,,0,21,2026-01-13 05:58:59,Eurobank,Default
85649,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,19,Total required stable funding,Blueprint Parser,55301.0,,0,21,2026-01-13 05:58:59,Eurobank,Default
85650,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,2,Tier 1 capital,Blueprint Parser,214.0,,0,20,2026-01-13 05:58:59,Eurobank,Default
85651,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,20,NSFR ratio (%),Blueprint Parser,0.01435,,0,21,2026-01-13 05:58:59,Eurobank,Default
85652,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,3,Total capital,Blueprint Parser,10132.0,,0,20,2026-01-13 05:58:59,Eurobank,Default
85653,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,4,Total risk exposure amount,Blueprint Parser,51720.0,,0,20,2026-01-13 05:58:59,Eurobank,Default
85654,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,4a,Total risk exposure pre-floor,Blueprint Parser,51720.0,,0,20,2026-01-13 05:58:59,Eurobank,Default
85655,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,5,Common Equity Tier 1 ratio (%),Blueprint Parser,0.153,,0,20,2026-01-13 05:58:59,Eurobank,Default
85656,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,5b,Common Equity Tier 1 ratio considering unfloored TREA (%),Blueprint Parser,0.153,,0,20,2026-01-13 05:58:59,Eurobank,Default
85657,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,6,Tier 1 ratio (%),Blueprint Parser,0.163,,0,20,2026-01-13 05:58:59,Eurobank,Default
85658,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,6b,Tier 1 ratio considering unfloored TREA (%),Blueprint Parser,0.163,,0,20,2026-01-13 05:58:59,Eurobank,Default
85659,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,7,Total capital ratio (%),Blueprint Parser,0.196,,0,20,2026-01-13 05:58:59,Eurobank,Default
85660,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,7b,Total capital ratio considering unfloored TREA (%),Blueprint Parser,0.196,,0,20,2026-01-13 05:58:59,Eurobank,Default
85661,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,8,Capital conservation buffer (%),Blueprint Parser,0.025,,0,20,2026-01-13 05:58:59,Eurobank,Default
85662,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,9,Institution specific countercyclical capital buffer (%),Blueprint Parser,0.0055000000000000005,,0,20,2026-01-13 05:58:59,Eurobank,Default
85663,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,EU 11a,Overall capital requirements (%),Blueprint Parser,0.1515,,0,20,2026-01-13 05:58:59,Eurobank,Default
85664,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,EU 14a,Additional own funds requirements to address the risk of excessive leverage (%),Blueprint Parser,0.0,,0,20,2026-01-13 05:58:59,Eurobank,Default
85665,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,EU 14b,of which: to be made up of CET1 capital (percentage points),Blueprint Parser,0.016,,0,20,2026-01-13 05:58:59,Eurobank,Default
85666,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,EU 14c,Total SREP leverage ratio requirements (%),Blueprint Parser,0.03,,0,20,2026-01-13 05:58:59,Eurobank,Default
85667,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,EU 14d,Leverage ratio buffer requirement (%),Blueprint Parser,0.0,,0,20,2026-01-13 05:58:59,Eurobank,Default
85668,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,EU 16a,Cash outflows - Total weighted value,Blueprint Parser,13643.0,,0,21,2026-01-13 05:58:59,Eurobank,Default
85669,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,EU 16b,Cash inflows - Total weighted value,Blueprint Parser,1963.0,,0,21,2026-01-13 05:58:59,Eurobank,Default
85670,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,EU 7d,Additional own funds requirements to address risks other than the risk of excessive leverage (%),Blueprint Parser,0.0285,,0,20,2026-01-13 05:58:59,Eurobank,Default
85671,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,EU 7e,of which: to be made up of CET1 capital (percentage points),Blueprint Parser,0.016,,0,20,2026-01-13 05:58:59,Eurobank,Default
85672,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,EU 7f,of which: to be made up of Tier 1 capital (percentage points),Blueprint Parser,8427.0,,0,20,2026-01-13 05:58:59,Eurobank,Default
85673,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,EU 7g,Total SREP own funds requirements (%),Blueprint Parser,0.1085,,0,20,2026-01-13 05:58:59,Eurobank,Default
85674,JEUVK5RWVJEN8W0C9M24,2025-06-30,KM1,KM1,EU 9a,Systemic risk buffer (%),Blueprint Parser,0.0,,0,20,2026-01-13 05:58:59,Eurobank,Default
85675,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,1,Credit risk (excluding CCR),Blueprint Parser,39521.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85676,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,10,Credit valuation adjustments risk - CVA risk,Blueprint Parser,157.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85677,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,15,Settlement risk,Blueprint Parser,1788.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85678,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,16,Securitisation exposures in the non-trading book (after the cap),Blueprint Parser,1788.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85679,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,17,Of which SEC-IRBA approach,Blueprint Parser,373.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85680,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,18,Of which SEC-ERBA (including IAA),Blueprint Parser,373.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85681,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,19,Of which SEC-SA approach,Blueprint Parser,1415.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85682,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,2,Of which the standardised approach,Blueprint Parser,39521.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85683,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,20,"Position, foreign exchange and commodities risks (Market risk)",Blueprint Parser,917.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85684,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,21,Of which the Alternative standardised approach (A-SA),Blueprint Parser,152.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85685,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,23,Reclassifications between the trading and non-trading books,Blueprint Parser,5794.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85686,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,24,Operational risk,Blueprint Parser,5794.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85687,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,26,Output floor applied (%),Blueprint Parser,725.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85688,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,28,Floor adjustment (after application of transitional cap),Blueprint Parser,-1.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85689,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,6,Counterparty credit risk - CCR,Blueprint Parser,485.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85690,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,7,Of which the standardised approach,Blueprint Parser,283.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
85691,JEUVK5RWVJEN8W0C9M24,2025-06-30,OV1,OV1,9,Of which other CCR,Blueprint Parser,195.0,,0,27,2026-01-13 05:59:00,Eurobank,Default
